Array riordinato: 
Elemento 95355: 58.788
Elemento 95356: 58.7898
Elemento 95357: 58.8072
Elemento 95358: 58.8194
Elemento 95359: 58.8269
Elemento 95360: 58.835
Elemento 95361: 58.8563
Elemento 95362: 58.8585
Elemento 95363: 58.8832
Elemento 95364: 58.9008
Elemento 95365: 58.9089
Elemento 95366: 58.9169
Elemento 95367: 58.9173
Elemento 95368: 58.9178
Elemento 95369: 58.9575
Elemento 95370: 58.9818
Elemento 95371: 59.0141
Elemento 95372: 59.0192
Elemento 95373: 59.0393
Elemento 95374: 59.0643
Elemento 95375: 59.0761
Elemento 95376: 59.1092
Elemento 95377: 59.1114
Elemento 95378: 59.1358
Elemento 95379: 59.1503
Elemento 95380: 59.1525
Elemento 95381: 59.2017
Elemento 95382: 59.2019
Elemento 95383: 59.2094
Elemento 95384: 59.2202
Elemento 95385: 59.2225
Elemento 95386: 59.2279
Elemento 95387: 59.2293
Elemento 95388: 59.2375
Elemento 95389: 59.2463
Elemento 95390: 59.2474
Elemento 95391: 59.2544
Elemento 95392: 59.2676
Elemento 95393: 59.271
Elemento 95394: 59.2748
Elemento 95395: 59.2875
Elemento 95396: 59.3182
Elemento 95397: 59.325
Elemento 95398: 59.3256
Elemento 95399: 59.3263
Elemento 95400: 59.3448
Elemento 95401: 59.3582
Elemento 95402: 59.3767
Elemento 95403: 59.3773
Elemento 95404: 59.38
Elemento 95405: 59.3811
Elemento 95406: 59.3989
Elemento 95407: 59.4146
Elemento 95408: 59.4232
Elemento 95409: 59.4262
Elemento 95410: 59.4367
Elemento 95411: 59.4373
Elemento 95412: 59.4401
Elemento 95413: 59.4439
Elemento 95414: 59.4445
Elemento 95415: 59.4486
Elemento 95416: 59.454
Elemento 95417: 59.4598
Elemento 95418: 59.4714
Elemento 95419: 59.5065
Elemento 95420: 59.5375
Elemento 95421: 59.5461
Elemento 95422: 59.5519
Elemento 95423: 59.5565
Elemento 95424: 59.558
Elemento 95425: 59.5766
Elemento 95426: 59.5785
Elemento 95427: 59.6015
Elemento 95428: 59.6119
Elemento 95429: 59.6205
Elemento 95430: 59.6253
Elemento 95431: 59.6384
Elemento 95432: 59.6422
Elemento 95433: 59.6633
Elemento 95434: 59.6679
Elemento 95435: 59.6714
Elemento 95436: 59.689
Elemento 95437: 59.6901
Elemento 95438: 59.7068
Elemento 95439: 59.7136
Elemento 95440: 59.716
Elemento 95441: 59.7278
Elemento 95442: 59.7312
Elemento 95443: 59.7355
Elemento 95444: 59.7469
Elemento 95445: 59.7559
Elemento 95446: 59.7972
Elemento 95447: 59.7978
Elemento 95448: 59.8043
Elemento 95449: 59.8081
Elemento 95450: 59.8092
Elemento 95451: 59.8097
Elemento 95452: 59.8204
Elemento 95453: 59.8245
Elemento 95454: 59.8451
Elemento 95455: 59.846
Elemento 95456: 59.8509
Elemento 95457: 59.8644
Elemento 95458: 59.8708
Elemento 95459: 59.8729
Elemento 95460: 59.8839
Elemento 95461: 59.8998
Elemento 95462: 59.9033
Elemento 95463: 59.9196
Elemento 95464: 59.9225
Elemento 95465: 59.9421
Elemento 95466: 59.957
Elemento 95467: 59.9693
Elemento 95468: 59.974
Elemento 95469: 59.9754
Elemento 95470: 59.979
Elemento 95471: 59.9863
Elemento 95472: 59.9946
Elemento 95473: 60.0204
Elemento 95474: 60.0288
Elemento 95475: 60.0398
Elemento 95476: 60.0538
Elemento 95477: 60.0632
Elemento 95478: 60.0665
Elemento 95479: 60.0717
Elemento 95480: 60.1041
Elemento 95481: 60.106
Elemento 95482: 60.13
Elemento 95483: 60.1465
Elemento 95484: 60.1634
Elemento 95485: 60.18
Elemento 95486: 60.1994
Elemento 95487: 60.1997
Elemento 95488: 60.208
Elemento 95489: 60.2091
Elemento 95490: 60.2434
Elemento 95491: 60.2708
Elemento 95492: 60.2824
Elemento 95493: 60.2952
Elemento 95494: 60.3034
Elemento 95495: 60.3223
Elemento 95496: 60.3287
Elemento 95497: 60.337
Elemento 95498: 60.3397
Elemento 95499: 60.3411
Elemento 95500: 60.3676
Elemento 95501: 60.3769
Elemento 95502: 60.3963
Elemento 95503: 60.4036
Elemento 95504: 60.4198
Elemento 95505: 60.4209
Elemento 95506: 60.421
Elemento 95507: 60.4211
Elemento 95508: 60.4485
Elemento 95509: 60.4527
Elemento 95510: 60.4634
Elemento 95511: 60.4704
Elemento 95512: 60.4769
Elemento 95513: 60.478
Elemento 95514: 60.4969
Elemento 95515: 60.5351
Elemento 95516: 60.537
Elemento 95517: 60.5582
Elemento 95518: 60.5673
Elemento 95519: 60.5898
Elemento 95520: 60.6032
Elemento 95521: 60.6033
Elemento 95522: 60.612
Elemento 95523: 60.6233
Elemento 95524: 60.6271
Elemento 95525: 60.6305
Elemento 95526: 60.6343
Elemento 95527: 60.6348
Elemento 95528: 60.6356
Elemento 95529: 60.6635
Elemento 95530: 60.6726
Elemento 95531: 60.6909
Elemento 95532: 60.7019
Elemento 95533: 60.7245
Elemento 95534: 60.7294
Elemento 95535: 60.7563
Elemento 95536: 60.7643
Elemento 95537: 60.7645
Elemento 95538: 60.8123
Elemento 95539: 60.8178
Elemento 95540: 60.8317
Elemento 95541: 60.8332
Elemento 95542: 60.8383
Elemento 95543: 60.8501
Elemento 95544: 60.8512
Elemento 95545: 60.8566
Elemento 95546: 60.8739
Elemento 95547: 60.8816
Elemento 95548: 60.9036
Elemento 95549: 60.9094
Elemento 95550: 60.9337
Elemento 95551: 60.9447
Elemento 95552: 60.9859
Elemento 95553: 60.9866
Elemento 95554: 60.9935
Elemento 95555: 61.0069
Elemento 95556: 61.0084
Elemento 95557: 61.0089
Elemento 95558: 61.0147
Elemento 95559: 61.0148
Elemento 95560: 61.018
Elemento 95561: 61.0288
Elemento 95562: 61.0439
Elemento 95563: 61.0461
Elemento 95564: 61.0539
Elemento 95565: 61.0578
Elemento 95566: 61.0623
Elemento 95567: 61.0642
Elemento 95568: 61.1068
Elemento 95569: 61.1136
Elemento 95570: 61.1195
Elemento 95571: 61.1219
Elemento 95572: 61.1229
Elemento 95573: 61.1399
Elemento 95574: 61.1529
Elemento 95575: 61.1595
Elemento 95576: 61.1609
Elemento 95577: 61.2224
Elemento 95578: 61.2233
Elemento 95579: 61.229
Elemento 95580: 61.232
Elemento 95581: 61.243
Elemento 95582: 61.2758
Elemento 95583: 61.2814
Elemento 95584: 61.2919
Elemento 95585: 61.3046
Elemento 95586: 61.3061
Elemento 95587: 61.3079
Elemento 95588: 61.3138
Elemento 95589: 61.3156
Elemento 95590: 61.3316
Elemento 95591: 61.3356
Elemento 95592: 61.3423
Elemento 95593: 61.3444
Elemento 95594: 61.3634
Elemento 95595: 61.3862
Elemento 95596: 61.396
Elemento 95597: 61.3969
Elemento 95598: 61.4003
Elemento 95599: 61.4171
Elemento 95600: 61.4175
Elemento 95601: 61.432
Elemento 95602: 61.4357
Elemento 95603: 61.4373
Elemento 95604: 61.4512
Elemento 95605: 61.4612
Elemento 95606: 61.465
Elemento 95607: 61.4784
Elemento 95608: 61.482
Elemento 95609: 61.5065
Elemento 95610: 61.5433
Elemento 95611: 61.5444
Elemento 95612: 61.5648
Elemento 95613: 61.575
Elemento 95614: 61.5826
Elemento 95615: 61.5835
Elemento 95616: 61.5895
Elemento 95617: 61.593
Elemento 95618: 61.5971
Elemento 95619: 61.6235
Elemento 95620: 61.6319
Elemento 95621: 61.6503
Elemento 95622: 61.6517
Elemento 95623: 61.6623
Elemento 95624: 61.6738
Elemento 95625: 61.6756
Elemento 95626: 61.6823
Elemento 95627: 61.6842
Elemento 95628: 61.6903
Elemento 95629: 61.6925
Elemento 95630: 61.6944
Elemento 95631: 61.7191
Elemento 95632: 61.7223
Elemento 95633: 61.7341
Elemento 95634: 61.7471
Elemento 95635: 61.7503
Elemento 95636: 61.7547
Elemento 95637: 61.7601
Elemento 95638: 61.7732
Elemento 95639: 61.7749
Elemento 95640: 61.7812
Elemento 95641: 61.7933
Elemento 95642: 61.7984
Elemento 95643: 61.812
Elemento 95644: 61.8125
Elemento 95645: 61.8223
Elemento 95646: 61.8231
Elemento 95647: 61.8267
Elemento 95648: 61.8271
Elemento 95649: 61.8284
Elemento 95650: 61.8587
Elemento 95651: 61.8591
Elemento 95652: 61.861
Elemento 95653: 61.8626
Elemento 95654: 61.8667
Elemento 95655: 61.8924
Elemento 95656: 61.913
Elemento 95657: 61.9183
Elemento 95658: 61.9324
Elemento 95659: 61.9427
Elemento 95660: 61.96
Elemento 95661: 61.9612
Elemento 95662: 61.9691
Elemento 95663: 61.9716
Elemento 95664: 61.9882
Elemento 95665: 61.9886
Elemento 95666: 62.0007
Elemento 95667: 62.0056
Elemento 95668: 62.0107
Elemento 95669: 62.0198
Elemento 95670: 62.0313
Elemento 95671: 62.0354
Elemento 95672: 62.0367
Elemento 95673: 62.0631
Elemento 95674: 62.0747
Elemento 95675: 62.0749
Elemento 95676: 62.0768
Elemento 95677: 62.077
Elemento 95678: 62.0885
Elemento 95679: 62.0971
Elemento 95680: 62.101
Elemento 95681: 62.1073
Elemento 95682: 62.1382
Elemento 95683: 62.1416
Elemento 95684: 62.22
Elemento 95685: 62.2246
Elemento 95686: 62.2255
Elemento 95687: 62.2312
Elemento 95688: 62.2484
Elemento 95689: 62.2504
Elemento 95690: 62.2601
Elemento 95691: 62.2649
Elemento 95692: 62.2934
Elemento 95693: 62.294
Elemento 95694: 62.3076
Elemento 95695: 62.3082
Elemento 95696: 62.3419
Elemento 95697: 62.3471
Elemento 95698: 62.359
Elemento 95699: 62.3735
Elemento 95700: 62.3783
Elemento 95701: 62.4065
Elemento 95702: 62.4168
Elemento 95703: 62.4284
Elemento 95704: 62.4489
Elemento 95705: 62.4571
Elemento 95706: 62.4715
Elemento 95707: 62.4866
Elemento 95708: 62.4871
Elemento 95709: 62.501
Elemento 95710: 62.5069
Elemento 95711: 62.5188
Elemento 95712: 62.574
Elemento 95713: 62.5776
Elemento 95714: 62.5776
Elemento 95715: 62.5836
Elemento 95716: 62.5842
Elemento 95717: 62.5937
Elemento 95718: 62.614
Elemento 95719: 62.6271
Elemento 95720: 62.6475
Elemento 95721: 62.6641
Elemento 95722: 62.6825
Elemento 95723: 62.6921
Elemento 95724: 62.6983
Elemento 95725: 62.6991
Elemento 95726: 62.7054
Elemento 95727: 62.7222
Elemento 95728: 62.7437
Elemento 95729: 62.7527
Elemento 95730: 62.7635
Elemento 95731: 62.7657
Elemento 95732: 62.7837
Elemento 95733: 62.7865
Elemento 95734: 62.8284
Elemento 95735: 62.8446
Elemento 95736: 62.8454
Elemento 95737: 62.8601
Elemento 95738: 62.8622
Elemento 95739: 62.8631
Elemento 95740: 62.9093
Elemento 95741: 62.9098
Elemento 95742: 62.9295
Elemento 95743: 62.935
Elemento 95744: 62.9526
Elemento 95745: 62.9589
Elemento 95746: 62.9602
Elemento 95747: 62.971
Elemento 95748: 62.9717
Elemento 95749: 62.9755
Elemento 95750: 62.9903
Elemento 95751: 63.0009
Elemento 95752: 63.0057
Elemento 95753: 63.0116
Elemento 95754: 63.0206
Elemento 95755: 63.0254
Elemento 95756: 63.0339
Elemento 95757: 63.0394
Elemento 95758: 63.0562
Elemento 95759: 63.0568
Elemento 95760: 63.1
Elemento 95761: 63.1065
Elemento 95762: 63.1067
Elemento 95763: 63.1193
Elemento 95764: 63.1214
Elemento 95765: 63.1288
Elemento 95766: 63.1404
Elemento 95767: 63.1432
Elemento 95768: 63.1471
Elemento 95769: 63.1507
Elemento 95770: 63.1701
Elemento 95771: 63.1838
Elemento 95772: 63.23
Elemento 95773: 63.2451
Elemento 95774: 63.2466
Elemento 95775: 63.2475
Elemento 95776: 63.2478
Elemento 95777: 63.2547
Elemento 95778: 63.2597
Elemento 95779: 63.267
Elemento 95780: 63.28
Elemento 95781: 63.292
Elemento 95782: 63.2953
Elemento 95783: 63.2995
Elemento 95784: 63.3084
Elemento 95785: 63.3274
Elemento 95786: 63.3511
Elemento 95787: 63.3579
Elemento 95788: 63.3591
Elemento 95789: 63.37
Elemento 95790: 63.4174
Elemento 95791: 63.4508
Elemento 95792: 63.4806
Elemento 95793: 63.4811
Elemento 95794: 63.5193
Elemento 95795: 63.5651
Elemento 95796: 63.5786
Elemento 95797: 63.5934
Elemento 95798: 63.5937
Elemento 95799: 63.5959
Elemento 95800: 63.6008
Elemento 95801: 63.615
Elemento 95802: 63.6195
Elemento 95803: 63.6535
Elemento 95804: 63.6646
Elemento 95805: 63.6835
Elemento 95806: 63.6885
Elemento 95807: 63.6989
Elemento 95808: 63.7241
Elemento 95809: 63.7416
Elemento 95810: 63.7419
Elemento 95811: 63.7643
Elemento 95812: 63.7643
Elemento 95813: 63.7827
Elemento 95814: 63.7963
Elemento 95815: 63.8029
Elemento 95816: 63.8102
Elemento 95817: 63.8103
Elemento 95818: 63.8282
Elemento 95819: 63.8304
Elemento 95820: 63.8331
Elemento 95821: 63.8345
Elemento 95822: 63.8785
Elemento 95823: 63.884
Elemento 95824: 63.8983
Elemento 95825: 63.9118
Elemento 95826: 63.9135
Elemento 95827: 63.9387
Elemento 95828: 63.9645
Elemento 95829: 63.9679
Elemento 95830: 63.9924
Elemento 95831: 64.0125
Elemento 95832: 64.0165
Elemento 95833: 64.0233
Elemento 95834: 64.0473
Elemento 95835: 64.0563
Elemento 95836: 64.0592
Elemento 95837: 64.0599
Elemento 95838: 64.0738
Elemento 95839: 64.0993
Elemento 95840: 64.1163
Elemento 95841: 64.1309
Elemento 95842: 64.1451
Elemento 95843: 64.146
Elemento 95844: 64.1657
Elemento 95845: 64.203
Elemento 95846: 64.2081
Elemento 95847: 64.213
Elemento 95848: 64.2197
Elemento 95849: 64.2397
Elemento 95850: 64.2496
Elemento 95851: 64.2614
Elemento 95852: 64.3047
Elemento 95853: 64.3081
Elemento 95854: 64.3417
Elemento 95855: 64.3603
Elemento 95856: 64.3773
Elemento 95857: 64.3893
Elemento 95858: 64.3915
Elemento 95859: 64.4343
Elemento 95860: 64.4468
Elemento 95861: 64.4647
Elemento 95862: 64.4829
Elemento 95863: 64.4846
Elemento 95864: 64.4943
Elemento 95865: 64.4945
Elemento 95866: 64.5002
Elemento 95867: 64.5187
Elemento 95868: 64.529
Elemento 95869: 64.5355
Elemento 95870: 64.5362
Elemento 95871: 64.573
Elemento 95872: 64.5773
Elemento 95873: 64.5797
Elemento 95874: 64.6065
Elemento 95875: 64.608
Elemento 95876: 64.6087
Elemento 95877: 64.6208
Elemento 95878: 64.6217
Elemento 95879: 64.6231
Elemento 95880: 64.6236
Elemento 95881: 64.624
Elemento 95882: 64.6263
Elemento 95883: 64.6264
Elemento 95884: 64.629
Elemento 95885: 64.6317
Elemento 95886: 64.6515
Elemento 95887: 64.6616
Elemento 95888: 64.666
Elemento 95889: 64.6704
Elemento 95890: 64.6743
Elemento 95891: 64.6843
Elemento 95892: 64.6971
Elemento 95893: 64.7141
Elemento 95894: 64.7171
Elemento 95895: 64.7179
Elemento 95896: 64.7297
Elemento 95897: 64.7332
Elemento 95898: 64.7554
Elemento 95899: 64.7802
Elemento 95900: 64.7958
Elemento 95901: 64.803
Elemento 95902: 64.8033
Elemento 95903: 64.8085
Elemento 95904: 64.8189
Elemento 95905: 64.8227
Elemento 95906: 64.8242
Elemento 95907: 64.8361
Elemento 95908: 64.8395
Elemento 95909: 64.8533
Elemento 95910: 64.8587
Elemento 95911: 64.8598
Elemento 95912: 64.8614
Elemento 95913: 64.8794
Elemento 95914: 64.8819
Elemento 95915: 64.8963
Elemento 95916: 64.9103
Elemento 95917: 64.9112
Elemento 95918: 64.9145
Elemento 95919: 64.9315
Elemento 95920: 64.9418
Elemento 95921: 64.9982
Elemento 95922: 64.9997
Elemento 95923: 65.0195
Elemento 95924: 65.0347
Elemento 95925: 65.048
Elemento 95926: 65.0576
Elemento 95927: 65.0579
Elemento 95928: 65.0876
Elemento 95929: 65.0896
Elemento 95930: 65.0918
Elemento 95931: 65.0984
Elemento 95932: 65.1023
Elemento 95933: 65.1165
Elemento 95934: 65.1324
Elemento 95935: 65.1346
Elemento 95936: 65.1441
Elemento 95937: 65.1539
Elemento 95938: 65.1578
Elemento 95939: 65.2387
Elemento 95940: 65.2432
Elemento 95941: 65.2545
Elemento 95942: 65.257
Elemento 95943: 65.2592
Elemento 95944: 65.2731
Elemento 95945: 65.2823
Elemento 95946: 65.3091
Elemento 95947: 65.3189
Elemento 95948: 65.3267
Elemento 95949: 65.3456
Elemento 95950: 65.3512
Elemento 95951: 65.3552
Elemento 95952: 65.3714
Elemento 95953: 65.3718
Elemento 95954: 65.3817
Elemento 95955: 65.3868
Elemento 95956: 65.3876
Elemento 95957: 65.3997
Elemento 95958: 65.4082
Elemento 95959: 65.42
Elemento 95960: 65.4774
Elemento 95961: 65.4912
Elemento 95962: 65.5158
Elemento 95963: 65.5223
Elemento 95964: 65.5236
Elemento 95965: 65.5286
Elemento 95966: 65.5519
Elemento 95967: 65.5599
Elemento 95968: 65.5706
Elemento 95969: 65.5891
Elemento 95970: 65.5929
Elemento 95971: 65.5978
Elemento 95972: 65.6014
Elemento 95973: 65.6108
Elemento 95974: 65.6204
Elemento 95975: 65.6373
Elemento 95976: 65.7101
Elemento 95977: 65.7107
Elemento 95978: 65.7109
Elemento 95979: 65.7164
Elemento 95980: 65.7255
Elemento 95981: 65.7304
Elemento 95982: 65.7424
Elemento 95983: 65.7499
Elemento 95984: 65.7619
Elemento 95985: 65.7974
Elemento 95986: 65.8233
Elemento 95987: 65.8269
Elemento 95988: 65.8421
Elemento 95989: 65.8562
Elemento 95990: 65.8784
Elemento 95991: 65.9154
Elemento 95992: 65.9228
Elemento 95993: 65.9386
Elemento 95994: 65.9419
Elemento 95995: 65.9591
Elemento 95996: 65.9622
Elemento 95997: 65.9689
Elemento 95998: 65.9798
Elemento 95999: 65.9913
Elemento 96000: 66.0364
Elemento 96001: 66.0667
Elemento 96002: 66.0701
Elemento 96003: 66.0723
Elemento 96004: 66.0944
Elemento 96005: 66.1203
Elemento 96006: 66.1228
Elemento 96007: 66.1241
Elemento 96008: 66.1384
Elemento 96009: 66.1618
Elemento 96010: 66.169
Elemento 96011: 66.1816
Elemento 96012: 66.1953
Elemento 96013: 66.2306
Elemento 96014: 66.2321
Elemento 96015: 66.2328
Elemento 96016: 66.2442
Elemento 96017: 66.2461
Elemento 96018: 66.2631
Elemento 96019: 66.2838
Elemento 96020: 66.2991
Elemento 96021: 66.3033
Elemento 96022: 66.3142
Elemento 96023: 66.3179
Elemento 96024: 66.3234
Elemento 96025: 66.3241
Elemento 96026: 66.3334
Elemento 96027: 66.3657
Elemento 96028: 66.377
Elemento 96029: 66.3902
Elemento 96030: 66.3905
Elemento 96031: 66.4022
Elemento 96032: 66.4045
Elemento 96033: 66.4261
Elemento 96034: 66.4563
Elemento 96035: 66.4641
Elemento 96036: 66.4738
Elemento 96037: 66.4775
Elemento 96038: 66.4829
Elemento 96039: 66.5124
Elemento 96040: 66.5168
Elemento 96041: 66.525
Elemento 96042: 66.5264
Elemento 96043: 66.5459
Elemento 96044: 66.577
Elemento 96045: 66.6037
Elemento 96046: 66.6154
Elemento 96047: 66.6474
Elemento 96048: 66.6614
Elemento 96049: 66.6711
Elemento 96050: 66.6846
Elemento 96051: 66.6955
Elemento 96052: 66.7057
Elemento 96053: 66.7872
Elemento 96054: 66.8004
Elemento 96055: 66.8097
Elemento 96056: 66.812
Elemento 96057: 66.8306
Elemento 96058: 66.8306
Elemento 96059: 66.8589
Elemento 96060: 66.8732
Elemento 96061: 66.8888
Elemento 96062: 66.8903
Elemento 96063: 66.8947
Elemento 96064: 66.8976
Elemento 96065: 66.9033
Elemento 96066: 66.9135
Elemento 96067: 66.9497
Elemento 96068: 66.9801
Elemento 96069: 66.9836
Elemento 96070: 67.0086
Elemento 96071: 67.0125
Elemento 96072: 67.0182
Elemento 96073: 67.0271
Elemento 96074: 67.0415
Elemento 96075: 67.0465
Elemento 96076: 67.047
Elemento 96077: 67.0472
Elemento 96078: 67.0527
Elemento 96079: 67.0567
Elemento 96080: 67.0689
Elemento 96081: 67.0836
Elemento 96082: 67.1038
Elemento 96083: 67.137
Elemento 96084: 67.147
Elemento 96085: 67.1486
Elemento 96086: 67.1553
Elemento 96087: 67.1649
Elemento 96088: 67.172
Elemento 96089: 67.1791
Elemento 96090: 67.1824
Elemento 96091: 67.1846
Elemento 96092: 67.19
Elemento 96093: 67.196
Elemento 96094: 67.2003
Elemento 96095: 67.2167
Elemento 96096: 67.2168
Elemento 96097: 67.226
Elemento 96098: 67.2382
Elemento 96099: 67.246
Elemento 96100: 67.2471
Elemento 96101: 67.2596
Elemento 96102: 67.2859
Elemento 96103: 67.2868
Elemento 96104: 67.2897
Elemento 96105: 67.2968
Elemento 96106: 67.3069
Elemento 96107: 67.3378
Elemento 96108: 67.3675
Elemento 96109: 67.3795
Elemento 96110: 67.4128
Elemento 96111: 67.4204
Elemento 96112: 67.4478
Elemento 96113: 67.4638
Elemento 96114: 67.4651
Elemento 96115: 67.4724
Elemento 96116: 67.4912
Elemento 96117: 67.4937
Elemento 96118: 67.5466
Elemento 96119: 67.547
Elemento 96120: 67.5535
Elemento 96121: 67.5591
Elemento 96122: 67.5599
Elemento 96123: 67.5699
Elemento 96124: 67.5795
Elemento 96125: 67.6035
Elemento 96126: 67.6109
Elemento 96127: 67.6377
Elemento 96128: 67.6424
Elemento 96129: 67.6718
Elemento 96130: 67.6753
Elemento 96131: 67.7162
Elemento 96132: 67.7193
Elemento 96133: 67.7338
Elemento 96134: 67.7513
Elemento 96135: 67.7569
Elemento 96136: 67.7579
Elemento 96137: 67.7579
Elemento 96138: 67.7681
Elemento 96139: 67.7893
Elemento 96140: 67.8091
Elemento 96141: 67.9204
Elemento 96142: 67.9271
Elemento 96143: 67.9358
Elemento 96144: 67.9752
Elemento 96145: 67.9761
Elemento 96146: 67.9829
Elemento 96147: 67.987
Elemento 96148: 67.9881
Elemento 96149: 67.9916
Elemento 96150: 68.0036
Elemento 96151: 68.0084
Elemento 96152: 68.0289
Elemento 96153: 68.0302
Elemento 96154: 68.0584
Elemento 96155: 68.0593
Elemento 96156: 68.0642
Elemento 96157: 68.0903
Elemento 96158: 68.0906
Elemento 96159: 68.0918
Elemento 96160: 68.0992
Elemento 96161: 68.1037
Elemento 96162: 68.1136
Elemento 96163: 68.1262
Elemento 96164: 68.1305
Elemento 96165: 68.185
Elemento 96166: 68.186
Elemento 96167: 68.1924
Elemento 96168: 68.2052
Elemento 96169: 68.2231
Elemento 96170: 68.2336
Elemento 96171: 68.2565
Elemento 96172: 68.2836
Elemento 96173: 68.2859
Elemento 96174: 68.2914
Elemento 96175: 68.3087
Elemento 96176: 68.3128
Elemento 96177: 68.3163
Elemento 96178: 68.3221
Elemento 96179: 68.3447
Elemento 96180: 68.3525
Elemento 96181: 68.376
Elemento 96182: 68.3841
Elemento 96183: 68.3976
Elemento 96184: 68.4007
Elemento 96185: 68.401
Elemento 96186: 68.411
Elemento 96187: 68.4119
Elemento 96188: 68.4132
Elemento 96189: 68.4285
Elemento 96190: 68.4472
Elemento 96191: 68.4751
Elemento 96192: 68.4786
Elemento 96193: 68.5171
Elemento 96194: 68.5263
Elemento 96195: 68.5276
Elemento 96196: 68.5326
Elemento 96197: 68.5342
Elemento 96198: 68.5385
Elemento 96199: 68.5389
Elemento 96200: 68.554
Elemento 96201: 68.5625
Elemento 96202: 68.5657
Elemento 96203: 68.5736
Elemento 96204: 68.6153
Elemento 96205: 68.6234
Elemento 96206: 68.6434
Elemento 96207: 68.653
Elemento 96208: 68.6567
Elemento 96209: 68.6657
Elemento 96210: 68.6661
Elemento 96211: 68.6833
Elemento 96212: 68.7234
Elemento 96213: 68.732
Elemento 96214: 68.7672
Elemento 96215: 68.7843
Elemento 96216: 68.7984
Elemento 96217: 68.7992
Elemento 96218: 68.8131
Elemento 96219: 68.8157
Elemento 96220: 68.8332
Elemento 96221: 68.8607
Elemento 96222: 68.8646
Elemento 96223: 68.875
Elemento 96224: 68.9043
Elemento 96225: 69.0172
Elemento 96226: 69.0211
Elemento 96227: 69.0324
Elemento 96228: 69.0537
Elemento 96229: 69.0552
Elemento 96230: 69.0606
Elemento 96231: 69.1032
Elemento 96232: 69.108
Elemento 96233: 69.1083
Elemento 96234: 69.1435
Elemento 96235: 69.1671
Elemento 96236: 69.1942
Elemento 96237: 69.2293
Elemento 96238: 69.2329
Elemento 96239: 69.2335
Elemento 96240: 69.2438
Elemento 96241: 69.2817
Elemento 96242: 69.2927
Elemento 96243: 69.3234
Elemento 96244: 69.3333
Elemento 96245: 69.3763
Elemento 96246: 69.3796
Elemento 96247: 69.3829
Elemento 96248: 69.3875
Elemento 96249: 69.3997
Elemento 96250: 69.4173
Elemento 96251: 69.459
Elemento 96252: 69.5001
Elemento 96253: 69.5013
Elemento 96254: 69.5391
Elemento 96255: 69.5561
Elemento 96256: 69.5883
Elemento 96257: 69.6183
Elemento 96258: 69.6309
Elemento 96259: 69.656
Elemento 96260: 69.6587
Elemento 96261: 69.6605
Elemento 96262: 69.6711
Elemento 96263: 69.6817
Elemento 96264: 69.7057
Elemento 96265: 69.7168
Elemento 96266: 69.7445
Elemento 96267: 69.7531
Elemento 96268: 69.768
Elemento 96269: 69.7785
Elemento 96270: 69.7998
Elemento 96271: 69.8603
Elemento 96272: 69.8814
Elemento 96273: 69.9545
Elemento 96274: 69.9584
Elemento 96275: 69.9873
Elemento 96276: 70.0206
Elemento 96277: 70.0675
Elemento 96278: 70.0701
Elemento 96279: 70.087
Elemento 96280: 70.1619
Elemento 96281: 70.1856
Elemento 96282: 70.2222
Elemento 96283: 70.2509
Elemento 96284: 70.2719
Elemento 96285: 70.2765
Elemento 96286: 70.3041
Elemento 96287: 70.3132
Elemento 96288: 70.3143
Elemento 96289: 70.3144
Elemento 96290: 70.3179
Elemento 96291: 70.324
Elemento 96292: 70.3256
Elemento 96293: 70.3436
Elemento 96294: 70.3551
Elemento 96295: 70.3572
Elemento 96296: 70.3643
Elemento 96297: 70.3734
Elemento 96298: 70.3747
Elemento 96299: 70.3844
Elemento 96300: 70.3908
Elemento 96301: 70.4249
Elemento 96302: 70.4635
Elemento 96303: 70.4643
Elemento 96304: 70.4647
Elemento 96305: 70.4653
Elemento 96306: 70.4717
Elemento 96307: 70.4733
Elemento 96308: 70.4914
Elemento 96309: 70.5002
Elemento 96310: 70.5066
Elemento 96311: 70.5224
Elemento 96312: 70.5524
Elemento 96313: 70.5636
Elemento 96314: 70.5888
Elemento 96315: 70.5961
Elemento 96316: 70.6101
Elemento 96317: 70.6113
Elemento 96318: 70.6208
Elemento 96319: 70.6249
Elemento 96320: 70.6317
Elemento 96321: 70.6439
Elemento 96322: 70.6503
Elemento 96323: 70.6554
Elemento 96324: 70.6554
Elemento 96325: 70.668
Elemento 96326: 70.675
Elemento 96327: 70.6785
Elemento 96328: 70.6902
Elemento 96329: 70.7071
Elemento 96330: 70.7229
Elemento 96331: 70.7361
Elemento 96332: 70.7487
Elemento 96333: 70.7496
Elemento 96334: 70.7536
Elemento 96335: 70.757
Elemento 96336: 70.7863
Elemento 96337: 70.7876
Elemento 96338: 70.7973
Elemento 96339: 70.7999
Elemento 96340: 70.8058
Elemento 96341: 70.8173
Elemento 96342: 70.8192
Elemento 96343: 70.8248
Elemento 96344: 70.8299
Elemento 96345: 70.8323
Elemento 96346: 70.8405
Elemento 96347: 70.8552
Elemento 96348: 70.8652
Elemento 96349: 70.87
Elemento 96350: 70.9234
Elemento 96351: 70.9316
Elemento 96352: 70.9447
Elemento 96353: 70.9616
Elemento 96354: 70.9744
Elemento 96355: 70.978
Elemento 96356: 70.9866
Elemento 96357: 70.9909
Elemento 96358: 70.9995
Elemento 96359: 71.0171
Elemento 96360: 71.0318
